,0
0,0.0
1,0.0
2,0.0
3,4.0
4,0.0
5,31.0
6,0.0
7,7.0
8,0.0
9,4.0
10,1.0
11,0.0
12,9.0
13,0.0
14,27.0
15,0.0
16,5.0
17,0.0
18,3.0
19,2.0
20,0.0
21,10.0
22,0.0
23,38.0
24,0.0
25,8.0
26,0.0
27,2.0
28,3.0
29,0.0
30,12.0
31,0.0
32,26.0
33,0.0
34,5.0
35,0.0
36,5.0
37,4.0
38,0.0
39,24.0
40,0.0
41,12.0
42,0.0
43,6.0
44,0.0
45,5.0
46,5.0
47,0.0
48,28.0
49,0.0
50,12.0
51,0.0
52,3.0
53,0.0
54,6.0
55,6.0
56,0.0
57,94.0
58,0.0
59,6.0
60,0.0
61,2.0
62,0.0
63,5.0
64,7.0
65,0.0
66,16.0
67,0.0
68,9.0
69,0.0
70,2.0
71,0.0
72,4.0
73,0.0
74,0.0
75,1.0
76,0.0
77,8.0
78,0.0
79,0.0
80,0.0
81,0.0
82,1.0
83,0.0
84,4.0
85,0.0
86,10.0
87,0.0
88,0.0
89,0.0
90,0.0
91,2.0
92,0.0
93,2.0
94,0.0
95,5.0
96,0.0
97,1.0
98,0.0
99,0.0
100,3.0
101,0.0
102,1.0
103,0.0
104,7.0
105,0.0
106,1.0
107,0.0
108,0.0
109,4.0
110,0.0
111,12.0
112,0.0
113,8.0
114,0.0
115,6.0
116,0.0
117,1.0
118,5.0
119,0.0
120,37.0
121,0.0
122,22.0
123,0.0
124,7.0
125,0.0
126,3.0
127,6.0
128,5.0
129,14.0
130,0.0
131,49.0
132,0.0
133,9.0
134,0.0
135,19.0
136,7.0
137,3.0
138,252.0
139,0.0
140,123.0
141,0.0
142,25.0
143,0.0
144,47.0
145,0.0
146,0.0
147,3.0
148,0.0
149,30.0
150,0.0
151,0.0
152,0.0
153,2.0
154,1.0
155,0.0
156,2.0
157,0.0
158,31.0
159,0.0
160,1.0
161,0.0
162,2.0
163,2.0
164,0.0
165,4.0
166,0.0
167,61.0
168,0.0
169,1.0
170,0.0
171,0.0
172,3.0
173,0.0
174,19.0
175,0.0
176,44.0
177,0.0
178,1.0
179,0.0
180,3.0
181,4.0
182,0.0
183,48.0
184,0.0
185,26.0
186,0.0
187,12.0
188,0.0
189,4.0
190,5.0
191,0.0
192,58.0
193,0.0
194,31.0
195,0.0
196,11.0
197,0.0
198,15.0
199,6.0
200,3.0
201,157.0
202,0.0
203,40.0
204,0.0
205,9.0
206,0.0
207,22.0
208,7.0
209,2.0
210,98.0
211,0.0
212,66.0
213,0.0
214,14.0
215,0.0
216,25.0
217,0.0
218,0.0
219,1.0
220,0.0
221,14.0
222,0.0
223,2.0
224,0.0
225,2.0
226,1.0
227,0.0
228,2.0
229,0.0
230,8.0
231,0.0
232,4.0
233,0.0
234,2.0
235,2.0
236,0.0
237,2.0
238,0.0
239,10.0
240,0.0
241,7.0
242,0.0
243,1.0
244,3.0
245,0.0
246,2.0
247,0.0
248,4.0
249,0.0
250,6.0
251,0.0
252,2.0
253,4.0
254,0.0
255,3.0
256,0.0
257,6.0
258,0.0
259,2.0
260,0.0
261,1.0
262,5.0
263,0.0
264,2.0
265,0.0
266,3.0
267,0.0
268,2.0
269,0.0
270,7.0
271,6.0
272,0.0
273,161.0
274,0.0
275,3.0
276,0.0
277,1.0
278,0.0
279,3.0
280,7.0
281,1.0
282,28.0
283,0.0
284,18.0
285,0.0
286,11.0
287,0.0
288,7.0
289,0.0
290,0.0
291,0.0
292,0.0
293,5.0
294,0.0
295,3.0
296,0.0
297,5.0
298,1.0
299,0.0
300,6.0
301,0.0
302,10.0
303,0.0
304,0.0
305,0.0
306,0.0
307,2.0
308,0.0
309,3.0
310,0.0
311,44.0
312,0.0
313,0.0
314,0.0
315,0.0
316,3.0
317,0.0
318,13.0
319,0.0
320,36.0
321,0.0
322,1.0
323,0.0
324,1.0
325,4.0
326,0.0
327,55.0
328,0.0
329,31.0
330,0.0
331,8.0
332,0.0
333,3.0
334,5.0
335,0.0
336,65.0
337,0.0
338,40.0
339,0.0
340,14.0
341,0.0
342,17.0
343,6.0
344,5.0
345,24.0
346,0.0
347,62.0
348,0.0
349,14.0
350,0.0
351,32.0
352,7.0
353,3.0
354,216.0
355,0.0
356,110.0
357,0.0
358,27.0
359,0.0
360,50.0
361,0.0
362,0.0
363,3.0
364,0.0
365,31.0
366,0.0
367,0.0
368,0.0
369,10.0
370,1.0
371,0.0
372,3.0
373,0.0
374,32.0
375,0.0
376,3.0
377,0.0
378,3.0
379,2.0
380,0.0
381,7.0
382,0.0
383,53.0
384,0.0
385,6.0
386,0.0
387,1.0
388,3.0
389,0.0
390,16.0
391,0.0
392,26.0
393,0.0
394,3.0
395,0.0
396,2.0
397,4.0
398,0.0
399,28.0
400,0.0
401,15.0
402,0.0
403,5.0
404,0.0
405,3.0
406,5.0
407,0.0
408,28.0
409,0.0
410,13.0
411,0.0
412,9.0
413,0.0
414,6.0
415,6.0
416,0.0
417,116.0
418,0.0
419,10.0
420,0.0
421,4.0
422,0.0
423,7.0
424,7.0
425,0.0
426,34.0
427,0.0
428,12.0
429,0.0
430,1.0
431,0.0
432,5.0
433,0.0
434,0.0
435,0.0
436,0.0
437,4.0
438,0.0
439,4.0
440,0.0
441,0.0
442,1.0
443,0.0
444,3.0
445,0.0
446,1.0
447,0.0
448,0.0
449,0.0
450,0.0
451,2.0
452,0.0
453,0.0
454,0.0
455,2.0
456,0.0
457,0.0
458,0.0
459,0.0
460,3.0
461,0.0
462,1.0
463,0.0
464,2.0
465,0.0
466,0.0
467,0.0
468,0.0
469,4.0
470,0.0
471,7.0
472,0.0
473,6.0
474,0.0
475,4.0
476,0.0
477,1.0
478,5.0
479,0.0
480,19.0
481,0.0
482,11.0
483,0.0
484,5.0
485,0.0
486,2.0
487,6.0
488,4.0
489,47.0
490,0.0
491,34.0
492,0.0
493,3.0
494,0.0
495,17.0
496,7.0
497,3.0
498,170.0
499,0.0
500,107.0
501,0.0
502,23.0
503,0.0
504,43.0
505,0.0
506,0.0
507,2.0
508,0.0
509,29.0
510,0.0
511,0.0
512,0.0
513,2.0
514,1.0
515,0.0
516,5.0
517,0.0
518,31.0
519,0.0
520,2.0
521,0.0
522,4.0
523,2.0
524,0.0
525,4.0
526,0.0
527,57.0
528,0.0
529,0.0
530,0.0
531,0.0
532,3.0
533,0.0
534,27.0
535,0.0
536,43.0
537,0.0
538,1.0
539,0.0
540,1.0
541,4.0
542,0.0
543,49.0
544,0.0
545,32.0
546,0.0
547,9.0
548,0.0
549,3.0
550,5.0
551,0.0
552,69.0
553,0.0
554,39.0
555,0.0
556,16.0
557,0.0
558,16.0
559,6.0
560,4.0
561,156.0
562,0.0
563,58.0
564,0.0
565,12.0
566,0.0
567,23.0
568,7.0
569,2.0
570,170.0
571,0.0
